page	resource_type	author	url
26a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/900464.MP3?redirect=download.yutorah.org
27a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/900563.MP3?redirect=download.yutorah.org
28a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/900746.MP3?redirect=download.yutorah.org
29a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2010/1109/753569.MP3?redirect=download.yutorah.org
30a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/900745.MP3?redirect=download.yutorah.org
31a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/900792.MP3?redirect=download.yutorah.org
32a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/900866.MP3?redirect=download.yutorah.org
33a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/900946.MP3?redirect=download.yutorah.org
34a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901039.MP3?redirect=download.yutorah.org
35a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901127.MP3?redirect=download.yutorah.org
36a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2010/1109/753975.MP3?redirect=download.yutorah.org
37a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2010/1109/754037.MP3?redirect=download.yutorah.org
38a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/14945/901178.MP3?redirect=download.yutorah.org
39a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901190.MP3?redirect=download.yutorah.org
40a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901253.MP3?redirect=download.yutorah.org
41a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901338.MP3?redirect=download.yutorah.org
42a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2010/1109/754174.MP3?redirect=download.yutorah.org
43a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2010/1109/754207.MP3?redirect=download.yutorah.org
44a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901451.MP3?redirect=download.yutorah.org
44a	video	NotebookLM	https://youtu.be/E7gfmrkMMGY
45a	video	NotebookLM	https://youtu.be/2cCYN7wOf0k
46a	video	NotebookLM	https://youtu.be/eEl5csXXpxc
47a	video	NotebookLM	https://youtu.be/zepmPobDywY
48a	video	NotebookLM	https://youtu.be/bNVmnSwDFP4
49a	video	NotebookLM	https://youtu.be/Q3pNB_79nhU
50a	video	NotebookLM	https://youtu.be/rUlJz8s0Xuo
51a	video	NotebookLM	https://youtu.be/n_O0QWArtkg
52a	video	NotebookLM	https://youtu.be/FOvGRs0qIGM
45a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901541.MP3?redirect=download.yutorah.org
46a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901597.MP3?redirect=download.yutorah.org
47a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901678.MP3?redirect=download.yutorah.org
48a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901741.MP3?redirect=download.yutorah.org
49a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901831.MP3?redirect=download.yutorah.org
50a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2010/1109/754712.MP3?redirect=download.yutorah.org
51a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901874.MP3?redirect=download.yutorah.org
52a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/901937.MP3?redirect=download.yutorah.org
53a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902020.MP3?redirect=download.yutorah.org
54a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902095.MP3?redirect=download.yutorah.org
55a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902199.MP3?redirect=download.yutorah.org
56a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902293.MP3?redirect=download.yutorah.org
57a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/754942.MP3?redirect=download.yutorah.org
58a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902350.MP3?redirect=download.yutorah.org
59a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902423.MP3?redirect=download.yutorah.org
60a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902497.MP3?redirect=download.yutorah.org
61a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902593.MP3?redirect=download.yutorah.org
62a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902672.MP3?redirect=download.yutorah.org
63a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902745.MP3?redirect=download.yutorah.org
64a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/755143.MP3?redirect=download.yutorah.org
65a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902820.MP3?redirect=download.yutorah.org
66a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902853.MP3?redirect=download.yutorah.org
67a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902915.MP3?redirect=download.yutorah.org
68a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/902965.MP3?redirect=download.yutorah.org
69a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903072.MP3?redirect=download.yutorah.org
70a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903166.MP3?redirect=download.yutorah.org
71a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/755358.MP3?redirect=download.yutorah.org
72a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903202.MP3?redirect=download.yutorah.org
73a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903287.MP3?redirect=download.yutorah.org
74a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903377.MP3?redirect=download.yutorah.org
75a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903380.MP3?redirect=download.yutorah.org
76a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903483.MP3?redirect=download.yutorah.org
77a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903562.MP3?redirect=download.yutorah.org
78a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903633.MP3?redirect=download.yutorah.org
53a	video	NotebookLM	https://youtu.be/-p6u-CCAkPY
54a	video	NotebookLM	https://youtu.be/m-m07m8YfX8
55a	video	NotebookLM	https://youtu.be/-9_9MSdOWPQ
56a	video	NotebookLM	https://youtu.be/BG-7epQ1VFo
57a	video	NotebookLM	https://youtu.be/K-vrTH8X3lA
58a	video	NotebookLM	https://youtu.be/gm915lQEj2Q
59a	video	NotebookLM	https://youtu.be/dTrussNZv-c
60a	video	NotebookLM	https://youtu.be/gqgrY0Rhu80
60b	video	NotebookLM	https://youtu.be/gqgrY0Rhu80
61b	video	NotebookLM	https://youtu.be/BqYPnK74_sE
62a	video	NotebookLM	https://youtu.be/hdQeeChzzGI
63a	video	NotebookLM	https://youtu.be/yMjaiuk-Htk
64a	video	NotebookLM	https://youtu.be/cn1rWYgkwp4
65a	video	NotebookLM	https://youtu.be/mFvMgVSN73M
66a	video	NotebookLM	https://youtu.be/TxQ6Cf_3Tx4
66b	video	NotebookLM	https://youtu.be/5n_3MDry4uQ
67a	video	NotebookLM	https://youtu.be/5n_3MDry4uQ
68a	video	NotebookLM	https://youtu.be/aje0e3H3Y4k
69a	video	NotebookLM	https://youtu.be/x7EJooCmm-E
69b	video	NotebookLM	https://youtu.be/Wxa-PMhFxbU
70a	video	NotebookLM	https://youtu.be/Wxa-PMhFxbU
71a	video	NotebookLM	https://youtu.be/19r3wJq7POE
71b	video	NotebookLM	https://youtu.be/19r3wJq7POE
72a	video	NotebookLM	https://youtu.be/fsRBknO_ZZI
72b	video	NotebookLM	https://youtu.be/fsRBknO_ZZI
73a	video	NotebookLM	https://youtu.be/yqRngPNqQ9I
74a	video	NotebookLM	https://youtu.be/tDXDLMIL1g0
75a	video	NotebookLM	https://youtu.be/Y3Fwd_X4uIg
75b	video	NotebookLM	https://youtu.be/nFh3Mws5pII
76a	video	NotebookLM	https://youtu.be/nFh3Mws5pII
77a	video	NotebookLM	https://youtu.be/ls036PivqFo
78a	video	NotebookLM	https://youtu.be/umgzguUsUsY
79a	video	NotebookLM	https://youtu.be/m_v_VJFqd6Y
80a	video	NotebookLM	https://youtu.be/hMqvSNHXAjw
81a	video	NotebookLM	https://youtu.be/QsTCIjUBQhA
82a	video	NotebookLM	https://youtu.be/GLBqy5mC52E
83a	video	NotebookLM	https://youtu.be/0YBk1qyVaDE
84a	video	NotebookLM	https://youtu.be/qvKdGjbmMGc
84b	video	NotebookLM	https://youtu.be/qvKdGjbmMGc
85a	video	NotebookLM	https://youtu.be/_Guvy4Kdwgw
86a	video	NotebookLM	https://youtu.be/ycbyDu54C2w
87a	video	NotebookLM	https://youtu.be/tocWWzVGiDs
88a	video	NotebookLM	https://youtu.be/6sjzdUSGR2E
89a	video	NotebookLM	https://youtu.be/gHB0hpRjP2I
90a	video	NotebookLM	https://youtu.be/FIXhueT1o2k
91a	video	NotebookLM	https://youtu.be/IHgPgUB4nZw
92a	video	NotebookLM	https://youtu.be/_tq3g-InTaI
93a	video	NotebookLM	https://youtu.be/8Nc2RbmkF4s
94a	video	NotebookLM	https://youtu.be/3HkyRfKLTNQ
95a	video	NotebookLM	https://youtu.be/6hmpbu_djcU
95b	video	NotebookLM	https://youtu.be/DK56Dm48Lcc
96a	video	NotebookLM	https://youtu.be/DK56Dm48Lcc
97a	video	NotebookLM	https://youtu.be/7QmXrxzSzZY
97b	video	NotebookLM	https://youtu.be/DkLHlHalzmk
98a	video	NotebookLM	https://youtu.be/DkLHlHalzmk
99a	video	NotebookLM	https://youtu.be/828hhV7nDjI
99b	video	NotebookLM	https://youtu.be/bLM_lZOteR4
100a	video	NotebookLM	https://youtu.be/bLM_lZOteR4
101a	video	NotebookLM	https://youtu.be/WaM2v1KsV_Y
79a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903640.MP3?redirect=download.yutorah.org
80a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903672.MP3?redirect=download.yutorah.org
81a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903721.MP3?redirect=download.yutorah.org
82a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903778.MP3?redirect=download.yutorah.org
83a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/755827.MP3?redirect=download.yutorah.org
84a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903868.MP3?redirect=download.yutorah.org
85a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/755930.MP3?redirect=download.yutorah.org
86a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/756018.MP3?redirect=download.yutorah.org
87a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/903971.MP3?redirect=download.yutorah.org
88a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904040.MP3?redirect=download.yutorah.org
89a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904064.MP3?redirect=download.yutorah.org
90a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904130.MP3?redirect=download.yutorah.org
91a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904177.MP3?redirect=download.yutorah.org
92a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904250.MP3?redirect=download.yutorah.org
93a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904257.MP3?redirect=download.yutorah.org
94a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904296.MP3?redirect=download.yutorah.org
95a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904363.MP3?redirect=download.yutorah.org
96a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904426.MP3?redirect=download.yutorah.org
97a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904491.MP3?redirect=download.yutorah.org
98a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904563.MP3?redirect=download.yutorah.org
99a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/756558.MP3?redirect=download.yutorah.org
100a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/756639.MP3?redirect=download.yutorah.org
101a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/756713.MP3?redirect=download.yutorah.org
102a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904748.MP3?redirect=download.yutorah.org
103a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/904811.MP3?redirect=download.yutorah.org
104a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/756771.MP3?redirect=download.yutorah.org
105a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/756897.MP3?redirect=download.yutorah.org
106a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/756952.MP3?redirect=download.yutorah.org
107a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/757025.MP3?redirect=download.yutorah.org
111a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/757162.MP3?redirect=download.yutorah.org
112a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/757207.MP3?redirect=download.yutorah.org
113a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/757253.MP3?redirect=download.yutorah.org
114a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/757323.MP3?redirect=download.yutorah.org
116a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/757348.MP3?redirect=download.yutorah.org
117a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/757393.MP3?redirect=download.yutorah.org
118a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/757453.MP3?redirect=download.yutorah.org
119a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2018/1109/905447.MP3?redirect=download.yutorah.org
120a	audio	Rabbi Aryeh Lebowitz	https://shiurim.yutorah.net/2011/1109/757662.MP3?redirect=download.yutorah.org
101a	video	NotebookLM	https://youtu.be/WaM2v1KsV_Y
101a	video	NotebookLM	https://youtu.be/6o3jZH-fm9E
101b	video	NotebookLM	https://youtu.be/6o3jZH-fm9E
102a	video	NotebookLM	https://youtu.be/6o3jZH-fm9E
102b	video	NotebookLM	https://youtu.be/6o3jZH-fm9E
103a	video	NotebookLM	https://youtu.be/lt3S4fZGFFE
103b	video	NotebookLM	https://youtu.be/FI8EiwQvtXI
104a	video	NotebookLM	https://youtu.be/FI8EiwQvtXI
105a	video	NotebookLM	https://youtu.be/y1XTj0pgo5I
106a	video	NotebookLM	https://youtu.be/YmYDoKEdiHs
107a	video	NotebookLM	https://youtu.be/S19k9oqzm-g
108a	video	NotebookLM	https://youtu.be/2fzbznvmM9I
109a	video	NotebookLM	https://youtu.be/9cVOHR2W_P0
110a	video	NotebookLM	https://youtu.be/tizaSESXFeQ
110b	video	NotebookLM	https://youtu.be/68CjKNvpUVw
111a	video	NotebookLM	https://youtu.be/68CjKNvpUVw
111b	video	NotebookLM	https://youtu.be/jnPB-SeGZtM
112a	video	NotebookLM	https://youtu.be/jnPB-SeGZtM
112a	video	NotebookLM	https://youtu.be/-30ueqoy0p8
112b	video	NotebookLM	https://youtu.be/-30ueqoy0p8
113a	video	NotebookLM	https://youtu.be/-30ueqoy0p8
114b	video	NotebookLM	https://youtu.be/gaJnjWWuchI
115a	video	NotebookLM	https://youtu.be/gaJnjWWuchI
115b	video	NotebookLM	https://youtu.be/gaJnjWWuchI
116a	video	NotebookLM	https://youtu.be/K7m3bNgPz8A
117a	video	NotebookLM	https://youtu.be/61mYWB3wdZg
118a	video	NotebookLM	https://youtu.be/NtmppQRW6JU
118b	video	NotebookLM	https://youtu.be/NtmppQRW6JU
118b	video	NotebookLM	https://youtu.be/wLctZf0j6WE
119a	video	NotebookLM	https://youtu.be/wLctZf0j6WE
120a	video	NotebookLM	https://youtu.be/qhrI-E2AZW4

