title,author,hyperlink
Parallel Sugyot Analysis: Menachot and Zevachim in Talmud Bavli, Joshua Waxman, https://colab.research.google.com/drive/1YyAD_kSjt0NXKeMjl6dHFW_doFl2F3Ad?usp=sharing
